
Intensity Min Ch=6 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
0,,Spot,6,Image 1,2,55719,
0,,Spot,6,Image 1,2,55720,
0,,Spot,6,Image 1,2,55721,
0,,Spot,6,Image 1,2,55722,
0,,Spot,6,Image 1,2,55723,
0,,Spot,6,Image 1,2,55724,
0,,Spot,6,Image 1,2,55725,
0,,Spot,6,Image 1,2,55726,
0,,Spot,6,Image 1,2,55727,
0,,Spot,6,Image 1,2,55728,
0,,Spot,6,Image 1,2,55729,
0,,Spot,6,Image 1,2,55730,
0,,Spot,6,Image 1,2,55731,
0,,Spot,6,Image 1,2,55732,
0,,Spot,6,Image 1,2,55733,
0,,Spot,6,Image 1,2,55734,
0,,Spot,6,Image 1,2,55735,
0,,Spot,6,Image 1,2,55736,
0,,Spot,6,Image 1,2,55737,
0,,Spot,6,Image 1,2,55738,
0,,Spot,6,Image 1,2,55739,
0,,Spot,6,Image 1,2,55740,
0,,Spot,6,Image 1,2,55741,
0,,Spot,6,Image 1,2,55742,
0,,Spot,6,Image 1,2,55743,
0,,Spot,6,Image 1,2,55744,
0,,Spot,6,Image 1,2,55745,
0,,Spot,6,Image 1,2,55746,
0,,Spot,6,Image 1,2,55747,
0,,Spot,6,Image 1,2,55748,
0,,Spot,6,Image 1,2,55749,
0,,Spot,6,Image 1,2,55750,
0,,Spot,6,Image 1,2,55751,
0,,Spot,6,Image 1,2,55752,
0,,Spot,6,Image 1,2,55753,
0,,Spot,6,Image 1,2,55754,
0,,Spot,6,Image 1,2,55755,
0,,Spot,6,Image 1,2,55756,
0,,Spot,6,Image 1,2,55757,
0,,Spot,6,Image 1,2,55758,
0,,Spot,6,Image 1,2,55759,
0,,Spot,6,Image 1,2,55760,
0,,Spot,6,Image 1,2,55761,
0,,Spot,6,Image 1,2,55762,
0,,Spot,6,Image 1,2,55763,
0,,Spot,6,Image 1,2,55764,
0,,Spot,6,Image 1,2,55765,
0,,Spot,6,Image 1,2,55766,
0,,Spot,6,Image 1,2,55767,
0,,Spot,6,Image 1,2,55768,
0,,Spot,6,Image 1,2,55769,
0,,Spot,6,Image 1,2,55770,
0,,Spot,6,Image 1,2,55771,
0,,Spot,6,Image 1,2,55772,
0,,Spot,6,Image 1,2,55773,
0,,Spot,6,Image 1,2,55774,
0,,Spot,6,Image 1,2,55775,
0,,Spot,6,Image 1,2,55776,
0,,Spot,6,Image 1,2,55777,
0,,Spot,6,Image 1,2,55778,
0,,Spot,6,Image 1,2,55779,
0,,Spot,6,Image 1,2,55780,
0,,Spot,6,Image 1,2,55781,
0,,Spot,6,Image 1,2,55782,
0,,Spot,6,Image 1,2,55783,
0,,Spot,6,Image 1,2,55784,
0,,Spot,6,Image 1,2,55785,
0,,Spot,6,Image 1,2,55786,
0,,Spot,6,Image 1,2,55787,
0,,Spot,6,Image 1,2,55788,
0,,Spot,6,Image 1,2,55789,
0,,Spot,6,Image 1,2,55790,
0,,Spot,6,Image 1,2,55791,
0,,Spot,6,Image 1,2,55792,
0,,Spot,6,Image 1,2,55793,
0,,Spot,6,Image 1,2,55794,
0,,Spot,6,Image 1,2,55795,
0,,Spot,6,Image 1,2,55796,
0,,Spot,6,Image 1,2,55797,
0,,Spot,6,Image 1,2,55798,
0,,Spot,6,Image 1,2,55799,
0,,Spot,6,Image 1,2,55800,
0,,Spot,6,Image 1,2,55801,
0,,Spot,6,Image 1,2,55802,
0,,Spot,6,Image 1,2,55803,
0,,Spot,6,Image 1,2,55804,
0,,Spot,6,Image 1,2,55805,
0,,Spot,6,Image 1,2,55806,
0,,Spot,6,Image 1,2,55807,
0,,Spot,6,Image 1,2,55808,
0,,Spot,6,Image 1,2,55809,
